survey,target,target_description,target_question,target_section,country,pool_size,majority_baseline,flags,feat_rank,feat_variable,feat_description,feat_question,feat_section,feat_importance_mean,feat_importance_std
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Argentina,183.0,0.345,WEAK_SIGNAL,7.0,S18.A,Current employment situation,What is your current employment situation?,demographics,0.0018,0.00247
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Argentina,183.0,0.345,WEAK_SIGNAL,8.0,P18ST.A,Attitude toward democracy despite its problems,Do you agree or disagree that democracy may have problems but it is the best system of government?,political_attitudes,0.0009,0.00201
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Argentina,183.0,0.345,WEAK_SIGNAL,9.0,P62N.6,Evaluation of Gabriel Boric,How would you rate Gabriel Boric overall?,political_attitudes,0.0009,0.00377
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Argentina,183.0,0.345,WEAK_SIGNAL,10.0,P26SDN.E,Perception of China as a political model,How much do you think China provides a good political model for your country?,political_attitudes,0.0009,0.00377
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Colombia,193.0,0.3284,,1.0,P61ST,Perceived acceptability of inequality in the country,How acceptable do you think the current level of inequality is in your country?,values_identity,0.02338,0.00657
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Colombia,193.0,0.3284,,2.0,P43STGBS.A,Voting intention if elections were held this Sunday,"If elections were held this Sunday, which political party would you vote for?",political_participation,0.01212,0.00474
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Colombia,193.0,0.3284,,3.0,P41ST.H,Perceived guarantee of freedom of speech,To what extent do you think freedom of speech is guaranteed always and everywhere in your country?,political_attitudes,0.01039,0.00657
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Colombia,193.0,0.3284,,4.0,S1A,Level of religious devotion,How would you describe your level of religious devotion?,values_identity,0.00952,0.00194
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Colombia,193.0,0.3284,,5.0,P22ST,Justifiability of tax evasion,To what extent do you think it is justifiable or unjustifiable to evade paying taxes?,values_identity,0.00952,0.00194
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Colombia,193.0,0.3284,,6.0,P25N.C,Economic relations: Country and China,How would you rate the economic relationship between your country and China?,political_attitudes,0.00952,0.00564
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Colombia,193.0,0.3284,,7.0,P62N.14,Evaluation of Vladimir Putin,How would you rate Vladimir Putin overall?,political_attitudes,0.00866,0.00306
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Colombia,193.0,0.3284,,8.0,P24ST.C,Bilateral relations: Country and China,How would you rate the relationship between your country and China?,political_attitudes,0.00779,0.00194
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Colombia,193.0,0.3284,,9.0,P7ST,Expectations for the country's economic situation in the next 12 months,"Over the next 12 months, how do you expect the country's economic situation to change compared to now?",political_attitudes,0.00779,0.00362
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Colombia,193.0,0.3284,,10.0,P24ST.A,Bilateral relations: Country and the United States,How would you rate the relationship between your country and the United States?,political_attitudes,0.00693,0.00237
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Guatemala,194.0,0.217,,1.0,S11,Respondent's highest level of education completed,What is the highest level of education you have completed?,demographics,0.02766,0.00874
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Guatemala,194.0,0.217,,2.0,FAMPART,Type of political party supported by respondent's family,What type of political party does the respondent's family support?,political_participation,0.01702,0.00238
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Guatemala,194.0,0.217,,3.0,P41ST.C,Perceived guarantee of environmental protection,To what extent do you think environmental protection is guaranteed in your country?,political_attitudes,0.01702,0.00583
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Guatemala,194.0,0.217,,4.0,P45ST.A,Participation in petition signing,"Have you ever signed a petition, would you do it, or would you never do it?",political_participation,0.01596,0.00841
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Guatemala,194.0,0.217,,5.0,P13STGBS.A,Trust in the armed forces,How much trust do you have in the armed forces?,institutional_trust,0.01596,0.00651
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Guatemala,194.0,0.217,,6.0,PERPART,Type of political party supported by respondent,What type of political party does the respondent support?,political_participation,0.0117,0.00238
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Guatemala,194.0,0.217,,7.0,TAMCIUD,Size of habitat,What is the size of the respondent's habitat?,demographics,0.0117,0.00952
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Guatemala,194.0,0.217,,8.0,P59ST,Frequency of worry about becoming a victim of violent crime,"How often, if at all, do you worry about becoming a victim of violent crime?",wellbeing,0.01064,0.00752
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Guatemala,194.0,0.217,,9.0,S7,Self-identified ethnicity or race,What ethnicity or race do you identify with most closely?,demographics,0.01064,0.00651
latinobarometer,P16ST,Self-placement on left-right political scale,"In politics, people often talk about 'left' and 'right'. Where would you place yourself on this scale?",political_attitudes,Guatemala,194.0,0.217,,10.0,EDAD,Age,How old are you?,demographics,0.01064,0.00376
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Andorra,283.0,0.7231,CONCENTRATED,1.0,Q266,Country of birth: Respondent,In which country were you born?,demographics,0.38806,0.02253
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Andorra,283.0,0.7231,CONCENTRATED,2.0,Q2,Important in life: Friends,"In your life, would you say friends is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Andorra,283.0,0.7231,CONCENTRATED,3.0,Q3,Important in life: Leisure time,"In your life, would you say leisure time is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Andorra,283.0,0.7231,CONCENTRATED,4.0,Q4,Important in life: Politics,"In your life, would you say politics is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Andorra,283.0,0.7231,CONCENTRATED,5.0,Q5,Important in life: Work,"In your life, would you say work is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Andorra,283.0,0.7231,CONCENTRATED,6.0,Q6,Important in life: Religion,"In your life, would you say religion is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Andorra,283.0,0.7231,CONCENTRATED,7.0,Q7,Important child qualities: Good manners,Do you consider good manners to be an especially important quality for children to learn at home?,values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Andorra,283.0,0.7231,CONCENTRATED,8.0,Q8,Important child qualities: Independence,Do you consider independence to be an especially important quality for children to learn at home?,values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Andorra,283.0,0.7231,CONCENTRATED,9.0,Q9,Important child qualities: Hard work,Do you consider hard work to be an especially important quality for children to learn at home?,values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Andorra,283.0,0.7231,CONCENTRATED,10.0,Q10,Important child qualities: Feeling of responsibility,Do you consider feeling of responsibility to be an especially important quality for children to learn at home?,values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Germany,282.0,0.8605,SKEWED CONCENTRATED,1.0,Q266,Country of birth: Respondent,In which country were you born?,demographics,0.23399,0.01257
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Germany,282.0,0.8605,SKEWED CONCENTRATED,2.0,N_REGION_ISO,ISO 3166-2 regional classification,Which region do you currently live in?,demographics,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Germany,282.0,0.8605,SKEWED CONCENTRATED,3.0,Q1,Important in life: Family,"In your life, would you say family is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Germany,282.0,0.8605,SKEWED CONCENTRATED,4.0,Q2,Important in life: Friends,"In your life, would you say friends is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Germany,282.0,0.8605,SKEWED CONCENTRATED,5.0,Q3,Important in life: Leisure time,"In your life, would you say leisure time is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Germany,282.0,0.8605,SKEWED CONCENTRATED,6.0,Q4,Important in life: Politics,"In your life, would you say politics is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Germany,282.0,0.8605,SKEWED CONCENTRATED,7.0,Q5,Important in life: Work,"In your life, would you say work is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Germany,282.0,0.8605,SKEWED CONCENTRATED,8.0,Q6,Important in life: Religion,"In your life, would you say religion is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Germany,282.0,0.8605,SKEWED CONCENTRATED,9.0,Q7,Important child qualities: Good manners,Do you consider good manners to be an especially important quality for children to learn at home?,values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Germany,282.0,0.8605,SKEWED CONCENTRATED,10.0,Q8,Important child qualities: Independence,Do you consider independence to be an especially important quality for children to learn at home?,values_identity,0.0,0.0
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Macao SAR,278.0,0.5828,,1.0,Q266,Country of birth: Respondent,In which country were you born?,demographics,0.12878,0.01845
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Macao SAR,278.0,0.5828,,2.0,Q264,Mother immigrant?,Is your mother immigrant to this country or not?,demographics,0.07024,0.03319
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Macao SAR,278.0,0.5828,,3.0,Q274,How many children do you have,"Have you had children? If yes, how many?",demographics,0.04098,0.01566
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Macao SAR,278.0,0.5828,,4.0,Q275,Highest educational level: Respondent [ISCED 2011],What is the highest educational level that you have attained?,demographics,0.0322,0.00886
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Macao SAR,278.0,0.5828,,5.0,Q24,Ok if Neighbors are: Heavy drinkers,Would you prefer not to have heavy drinkers as neighbors?,social_attitudes,0.00488,0.00345
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Macao SAR,278.0,0.5828,,6.0,Q121,Impact of immigrants on the development of the country,How do you evaluate the impact of immigrants on the development of this country?,social_attitudes,0.00488,0.00345
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Macao SAR,278.0,0.5828,,7.0,Q14,Important child qualities: Determination perseverance,Do you consider determination perseverance to be an especially important quality for children to learn at home?,values_identity,0.0039,0.00218
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Macao SAR,278.0,0.5828,,8.0,Q190,Justifiability of parents beating children,How justifiable do you think it is for parents to beat their children?,values_identity,0.0039,0.00218
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Macao SAR,278.0,0.5828,,9.0,Q272,Language at home,What language do you normally speak at home?,demographics,0.0039,0.00218
wvs,Q263,Respondent immigrant?,Were you born in this country or are you an immigrant?,demographics,Macao SAR,278.0,0.5828,,10.0,Q51,Frequency you/family (last 12 month): Gone without enough food to eat,"In the last 12 months, how often have you or your family gone without enough food to eat?",wellbeing,0.0039,0.00218
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Andorra,283.0,0.989,SKEWED WEAK_SIGNAL,1.0,Q11,Important child qualities: Imagination,Do you consider imagination to be an especially important quality for children to learn at home?,values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Andorra,283.0,0.989,SKEWED WEAK_SIGNAL,2.0,Q290,Racial belonging/ ethnic group,How do you identify when it comes to Racial belonging/ ethnic group in your country?,demographics,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Andorra,283.0,0.989,SKEWED WEAK_SIGNAL,3.0,N_REGION_ISO,ISO 3166-2 regional classification,Which region do you currently live in?,demographics,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Andorra,283.0,0.989,SKEWED WEAK_SIGNAL,4.0,Q1,Important in life: Family,"In your life, would you say family is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Andorra,283.0,0.989,SKEWED WEAK_SIGNAL,5.0,Q2,Important in life: Friends,"In your life, would you say friends is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Andorra,283.0,0.989,SKEWED WEAK_SIGNAL,6.0,Q3,Important in life: Leisure time,"In your life, would you say leisure time is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Andorra,283.0,0.989,SKEWED WEAK_SIGNAL,7.0,Q4,Important in life: Politics,"In your life, would you say politics is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Andorra,283.0,0.989,SKEWED WEAK_SIGNAL,8.0,Q5,Important in life: Work,"In your life, would you say work is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Andorra,283.0,0.989,SKEWED WEAK_SIGNAL,9.0,Q6,Important in life: Religion,"In your life, would you say religion is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Andorra,283.0,0.989,SKEWED WEAK_SIGNAL,10.0,Q7,Important child qualities: Good manners,Do you consider good manners to be an especially important quality for children to learn at home?,values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Germany,282.0,0.9579,SKEWED WEAK_SIGNAL,1.0,Q10,Important child qualities: Feeling of responsibility,Do you consider feeling of responsibility to be an especially important quality for children to learn at home?,values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Germany,282.0,0.9579,SKEWED WEAK_SIGNAL,2.0,Q289CS9,Religious denomination - detailed list,"Do you belong to a religion or religious denomination? If yes, which one?",demographics,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Germany,282.0,0.9579,SKEWED WEAK_SIGNAL,3.0,N_REGION_ISO,ISO 3166-2 regional classification,Which region do you currently live in?,demographics,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Germany,282.0,0.9579,SKEWED WEAK_SIGNAL,4.0,Q1,Important in life: Family,"In your life, would you say family is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Germany,282.0,0.9579,SKEWED WEAK_SIGNAL,5.0,Q2,Important in life: Friends,"In your life, would you say friends is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Germany,282.0,0.9579,SKEWED WEAK_SIGNAL,6.0,Q3,Important in life: Leisure time,"In your life, would you say leisure time is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Germany,282.0,0.9579,SKEWED WEAK_SIGNAL,7.0,Q4,Important in life: Politics,"In your life, would you say politics is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Germany,282.0,0.9579,SKEWED WEAK_SIGNAL,8.0,Q5,Important in life: Work,"In your life, would you say work is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Germany,282.0,0.9579,SKEWED WEAK_SIGNAL,9.0,Q6,Important in life: Religion,"In your life, would you say religion is very important, rather important, not very important or not important at all?",values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Germany,282.0,0.9579,SKEWED WEAK_SIGNAL,10.0,Q7,Important child qualities: Good manners,Do you consider good manners to be an especially important quality for children to learn at home?,values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Macao SAR,278.0,0.9804,SKEWED WEAK_SIGNAL,1.0,Q136,Frequency in your neighborhood: Drug sale in streets,How frequently does drug sale in streets occur in your neighborhood?,wellbeing,0.0039,0.00218
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Macao SAR,278.0,0.9804,SKEWED WEAK_SIGNAL,2.0,Q133,Frequency in your neighborhood: Alcohol consumed in the streets,How frequently does alcohol consumed in the streets occur in your neighborhood?,wellbeing,0.0039,0.00218
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Macao SAR,278.0,0.9804,SKEWED WEAK_SIGNAL,3.0,Q270,Number of people in household,"How many people are there in your household, including yourself and children?",demographics,0.0039,0.00218
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Macao SAR,278.0,0.9804,SKEWED WEAK_SIGNAL,4.0,Q156,Most important: first choice,"In your opinion, which of the following is most important: A stable economy; Progress toward a less impersonal and more humane society; Progress toward a society in which ideas count more than money; The fight against crime?",political_attitudes,0.00293,0.00267
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Macao SAR,278.0,0.9804,SKEWED WEAK_SIGNAL,5.0,Q232,How often in country's elections: Voters are offered a genuine choice in the elections,"In your view, how often are voters offered a genuine choice in the elections in this country's elections?",political_attitudes,0.00195,0.00267
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Macao SAR,278.0,0.9804,SKEWED WEAK_SIGNAL,6.0,Q139,Things done for reasons of security: Didn't carry much money,Have you ever avoided carrying much money for security reasons?,wellbeing,0.00098,0.00218
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Macao SAR,278.0,0.9804,SKEWED WEAK_SIGNAL,7.0,Q254,National pride,How proud are you to be of nationality of this country?,values_identity,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Macao SAR,278.0,0.9804,SKEWED WEAK_SIGNAL,8.0,Q272,Language at home,What language do you normally speak at home?,demographics,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Macao SAR,278.0,0.9804,SKEWED WEAK_SIGNAL,9.0,Q273,Marital status,What is your marital status?,demographics,0.0,0.0
wvs,Q141,"Things done for reasons of security: Carried a knife, gun or other weapon","Have you ever carried a knife, gun or other weapon for reasons of security?",wellbeing,Macao SAR,278.0,0.9804,SKEWED WEAK_SIGNAL,10.0,Q274,How many children do you have,"Have you had children? If yes, how many?",demographics,0.0,0.0
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Andorra,282.0,0.4074,,1.0,Q204,Information source: Mobile phone,How often do you use mobile phone to obtain information about this country and the world?,contemporary_issues,0.215,0.02646
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Andorra,282.0,0.4074,,2.0,Q207,"Information source: Social media (Facebook, Twitter, etc.)","How often do you use social media (facebook, twitter, etc.) to obtain information about this country and the world?",contemporary_issues,0.037,0.01255
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Andorra,282.0,0.4074,,3.0,Q208,Information source: Talk with friends or colleagues,How often do you use talk with friends or colleagues to obtain information about this country and the world?,political_participation,0.025,0.01061
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Andorra,282.0,0.4074,,4.0,Q225,How often in country's elections: Opposition candidates are prevented from running,"In your view, how often are opposition candidates prevented from running in this country's elections?",political_attitudes,0.016,0.00224
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Andorra,282.0,0.4074,,5.0,Q215,Social activism: Encouraging others to take action about political issues,"Have you ever encouraged others to take political action, might you consider doing so, or would you never do so under any circumstances?",political_participation,0.015,0.01173
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Andorra,282.0,0.4074,,6.0,Q185,Perceived justifiability of divorce,"Is divorce justifiable, in your view?",values_identity,0.014,0.00742
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Andorra,282.0,0.4074,,7.0,Q258,Feel close to your continent,How close do you feel to your continent?,values_identity,0.012,0.01037
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Andorra,282.0,0.4074,,8.0,Q120,Perceived risk of accountability for bribery,"In your opinion, how high is the risk that someone will be held accountable for giving or receiving a bribe, gift, or favour in return for public service?",institutional_trust,0.012,0.00447
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Andorra,282.0,0.4074,,9.0,Q201,Information source: Daily newspaper,How often do you use daily newspaper to obtain information about this country and the world?,contemporary_issues,0.011,0.00652
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Andorra,282.0,0.4074,,10.0,Q109,Views on competition: good or harmful,"Do you think competition is good because it stimulates effort and innovation, or harmful because it brings out the worst in people?",political_attitudes,0.011,0.00418
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Germany,281.0,0.4407,,1.0,Q204,Information source: Mobile phone,How often do you use mobile phone to obtain information about this country and the world?,contemporary_issues,0.11046,0.01624
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Germany,281.0,0.4407,,2.0,Q208,Information source: Talk with friends or colleagues,How often do you use talk with friends or colleagues to obtain information about this country and the world?,political_participation,0.02157,0.00913
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Germany,281.0,0.4407,,3.0,Q217,Political actions online: Searching information about politics and political events,"Have you ever used the internet or social media to search for information about politics and political events, might you consider doing so, or would you never do so under any circumstances?",political_participation,0.01046,0.00629
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Germany,281.0,0.4407,,4.0,Q34,Jobs scarce: Employers should give priority to (nation) people than immigrants,"Do you agree, disagree or neither agree nor disagree with the following statement: 'When jobs are scarce, employers should give priority to people of this country over immigrants.'?",political_attitudes,0.00719,0.00273
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Germany,281.0,0.4407,,5.0,Q207,"Information source: Social media (Facebook, Twitter, etc.)","How often do you use social media (facebook, twitter, etc.) to obtain information about this country and the world?",contemporary_issues,0.00588,0.00629
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Germany,281.0,0.4407,,6.0,Q285,Are you the chief wage earner in your house,Are you the chief wage earner in your house?,demographics,0.00523,0.00292
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Germany,281.0,0.4407,,7.0,Q83,Confidence: The United Nations (UN),How much confidence do you have in the United Nations (UN)?,institutional_trust,0.00523,0.00179
wvs,Q205,Information source: Email,How often do you use email to obtain information about this country and the world?,contemporary_issues,Germany,281.0,0.4407,,8.0,Q84,Confidence: International Monetary Found (IMF),How much confidence do you have in the International Monetary Fund (IMF)?,institutional_trust,0.00458,0.00292
